,Checking_account_status,Duration_months,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate,Personal_status,Other_debtors,Present_residence_since,Property,Age_years,Other_installment_plans,Housing,Number_existing_credits,Job,Number_people_liable,Telephone,Foreign_worker,Label
417,no_checking_account,24,existing_dues_cleared_for_now,radio/television,3105,unknown_or_no_savings_account,less_than1,4,male-single,none,2,car_or_other,25,none,own,2,skilled_employee/official,1,no,no,good
418,greater_than200,21,critical_account,education,2319,less_than100,less_than1,2,male-divorced/separated,none,1,car_or_other,33,none,rent,1,skilled_employee/official,1,no,no,bad
419,less_than0,6,existing_dues_cleared_for_now,car_(new),1374,unknown_or_no_savings_account,unemployed,4,female-divorced/separated/married,none,3,building_society/savings_agreement/life_insurance,75,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
420,0equalsless_than_and_less_than200,18,critical_account,furniture/equipment,3612,less_than100,greater_than7,3,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,37,none,own,1,skilled_employee/official,1,yes,no,good
421,greater_than200,18,existing_dues_cleared_for_now,furniture/equipment,3049,less_than100,less_than1,1,female-divorced/separated/married,none,1,building_society/savings_agreement/life_insurance,45,stores,own,1,unskilled-resident,1,no,no,good
422,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,radio/television,1534,less_than100,less_than1,1,male-married/widowed,none,1,real_estate,23,none,rent,1,skilled_employee/official,1,no,no,bad
423,less_than0,30,existing_dues_cleared_for_now,furniture/equipment,6350,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,building_society/savings_agreement/life_insurance,31,none,own,1,skilled_employee/official,1,no,no,bad
424,greater_than200,18,existing_dues_cleared_for_now,furniture/equipment,2864,less_than100,1equalsless_than_and_less_than4,2,male-single,none,1,real_estate,34,none,own,1,unskilled-resident,2,no,no,bad
425,no_checking_account,12,critical_account,car_(new),1255,less_than100,greater_than7,4,male-single,none,4,real_estate,61,none,own,2,unskilled-resident,1,no,no,good
426,no_checking_account,24,critical_account,car_(new),2022,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,car_or_other,37,none,own,1,skilled_employee/official,1,yes,no,good
427,less_than0,12,all_dues_atbank_cleared,radio/television,626,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,real_estate,24,bank,own,1,unskilled-resident,1,no,no,bad
428,no_checking_account,48,critical_account,car_(used),8858,unknown_or_no_savings_account,4equalsless_than_and_less_than7,2,male-single,none,1,unknown/no_property,35,none,for_free,2,skilled_employee/official,1,yes,no,good
429,no_checking_account,12,critical_account,repairs,996,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,4,real_estate,23,none,own,2,skilled_employee/official,1,no,no,good
430,less_than0,48,existing_dues_cleared_for_now,radio/television,6999,less_than100,4equalsless_than_and_less_than7,1,male-married/widowed,guarantor,1,real_estate,34,none,own,2,skilled_employee/official,1,yes,no,bad
431,0equalsless_than_and_less_than200,12,critical_account,car_(new),1995,100equalsless_than_and_less_than500,less_than1,4,male-single,none,1,car_or_other,27,none,own,1,skilled_employee/official,1,no,no,good
432,0equalsless_than_and_less_than200,9,existing_dues_cleared_for_now,education,1199,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,67,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
433,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,radio/television,1331,less_than100,less_than1,2,male-single,none,1,car_or_other,22,stores,own,1,skilled_employee/official,1,no,no,bad
434,no_checking_account,21,none_taken/all_dues_cleared,car_(new),5003,unknown_or_no_savings_account,1equalsless_than_and_less_than4,1,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,29,bank,own,2,skilled_employee/official,1,yes,no,bad
435,less_than0,24,all_dues_atbank_cleared,furniture/equipment,3552,less_than100,4equalsless_than_and_less_than7,3,male-single,none,4,car_or_other,27,bank,own,1,skilled_employee/official,1,no,no,bad
436,less_than0,24,existing_dues_cleared_for_now,car_(used),2964,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,unknown/no_property,49,bank,for_free,1,skilled_employee/official,2,yes,no,good
437,less_than0,24,all_dues_atbank_cleared,radio/television,1546,less_than100,4equalsless_than_and_less_than7,4,male-single,guarantor,4,car_or_other,24,bank,rent,1,unskilled-resident,1,no,no,bad
438,greater_than200,6,delay_in_paying_off,radio/television,683,less_than100,less_than1,2,female-divorced/separated/married,none,1,building_society/savings_agreement/life_insurance,29,bank,own,1,skilled_employee/official,1,no,no,good
439,0equalsless_than_and_less_than200,36,existing_dues_cleared_for_now,car_(new),12389,unknown_or_no_savings_account,1equalsless_than_and_less_than4,1,male-single,none,4,unknown/no_property,37,none,for_free,1,skilled_employee/official,1,yes,no,bad
440,0equalsless_than_and_less_than200,24,delay_in_paying_off,business,4712,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-single,none,2,building_society/savings_agreement/life_insurance,37,bank,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
441,0equalsless_than_and_less_than200,24,delay_in_paying_off,radio/television,1553,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,3,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,23,none,rent,2,skilled_employee/official,1,yes,no,good
442,no_checking_account,24,critical_account,radio/television,2578,greater_than1000,greater_than7,2,male-single,none,2,car_or_other,34,none,own,1,skilled_employee/official,1,no,no,good
443,0equalsless_than_and_less_than200,48,existing_dues_cleared_for_now,radio/television,3979,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,male-single,none,1,car_or_other,41,none,own,2,skilled_employee/official,2,yes,no,good
444,less_than0,48,existing_dues_cleared_for_now,radio/television,6758,less_than100,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,2,car_or_other,31,none,own,1,skilled_employee/official,1,yes,no,bad
445,less_than0,24,existing_dues_cleared_for_now,furniture/equipment,3234,less_than100,less_than1,4,female-divorced/separated/married,none,4,real_estate,23,none,rent,1,unskilled-resident,1,yes,no,bad
446,no_checking_account,30,critical_account,radio/television,5954,less_than100,4equalsless_than_and_less_than7,3,male-single,co-applicant,2,car_or_other,38,none,own,1,skilled_employee/official,1,no,no,good
447,no_checking_account,24,existing_dues_cleared_for_now,car_(used),5433,unknown_or_no_savings_account,unemployed,2,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,26,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
448,less_than0,15,existing_dues_cleared_for_now,business,806,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,22,none,own,1,unskilled-resident,1,no,no,good
449,0equalsless_than_and_less_than200,9,existing_dues_cleared_for_now,radio/television,1082,less_than100,greater_than7,4,male-single,none,4,car_or_other,27,none,own,2,unskilled-resident,1,no,no,good
450,no_checking_account,15,critical_account,furniture/equipment,2788,less_than100,4equalsless_than_and_less_than7,2,female-divorced/separated/married,co-applicant,3,car_or_other,24,bank,own,2,skilled_employee/official,1,no,no,good
451,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,radio/television,2930,less_than100,4equalsless_than_and_less_than7,2,female-divorced/separated/married,none,1,real_estate,27,none,own,1,skilled_employee/official,1,no,no,good
452,no_checking_account,24,critical_account,education,1927,unknown_or_no_savings_account,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,2,car_or_other,33,none,own,2,skilled_employee/official,1,yes,no,good
453,no_checking_account,24,existing_dues_cleared_for_now,retraining,937,less_than100,less_than1,4,male-married/widowed,none,3,car_or_other,27,none,own,2,unskilled-resident,1,no,no,good
454,0equalsless_than_and_less_than200,18,critical_account,car_(new),1056,less_than100,greater_than7,3,male-single,guarantor,3,real_estate,30,bank,own,2,skilled_employee/official,1,no,no,bad
455,0equalsless_than_and_less_than200,12,critical_account,car_(new),3124,less_than100,less_than1,1,male-single,none,3,real_estate,49,bank,own,2,unskilled-resident,2,no,no,good
456,no_checking_account,9,existing_dues_cleared_for_now,furniture/equipment,1388,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,2,real_estate,26,none,rent,1,skilled_employee/official,1,no,no,good
457,less_than0,18,existing_dues_cleared_for_now,furniture/equipment,2039,less_than100,1equalsless_than_and_less_than4,1,female-divorced/separated/married,none,4,real_estate,20,bank,rent,1,skilled_employee/official,1,no,no,bad
458,less_than0,9,critical_account,car_(new),2799,less_than100,1equalsless_than_and_less_than4,2,male-single,none,2,real_estate,36,none,rent,2,skilled_employee/official,2,no,no,good
459,less_than0,12,existing_dues_cleared_for_now,furniture/equipment,1289,less_than100,1equalsless_than_and_less_than4,4,male-single,guarantor,1,building_society/savings_agreement/life_insurance,21,none,own,1,unskilled-resident,1,no,no,good
460,less_than0,18,existing_dues_cleared_for_now,domestic_appliances,1217,less_than100,1equalsless_than_and_less_than4,4,male-married/widowed,none,3,real_estate,47,none,own,1,unskilled-resident,1,yes,no,bad
461,less_than0,12,critical_account,furniture/equipment,2246,less_than100,greater_than7,3,male-single,none,3,building_society/savings_agreement/life_insurance,60,none,own,2,skilled_employee/official,1,no,no,bad
462,less_than0,12,critical_account,radio/television,385,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,3,real_estate,58,none,own,4,unskilled-resident,1,yes,no,good
463,0equalsless_than_and_less_than200,24,delay_in_paying_off,car_(new),1965,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,car_or_other,42,none,rent,2,skilled_employee/official,1,yes,no,good
464,no_checking_account,21,existing_dues_cleared_for_now,business,1572,greater_than1000,greater_than7,4,female-divorced/separated/married,none,4,real_estate,36,bank,own,1,unskilled-resident,1,no,no,good
465,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,car_(new),2718,less_than100,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,20,none,rent,1,unskilled-resident,1,yes,no,bad
466,0equalsless_than_and_less_than200,6,all_dues_atbank_cleared,car_(new),931,100equalsless_than_and_less_than500,less_than1,1,female-divorced/separated/married,none,1,building_society/savings_agreement/life_insurance,32,stores,own,1,unskilled-resident,1,no,no,bad
467,less_than0,24,existing_dues_cleared_for_now,car_(new),1442,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,4,car_or_other,23,none,rent,2,skilled_employee/official,1,no,no,bad
468,0equalsless_than_and_less_than200,24,none_taken/all_dues_cleared,business,4241,less_than100,1equalsless_than_and_less_than4,1,male-single,none,4,real_estate,36,none,own,3,unskilled-resident,1,yes,no,bad
469,no_checking_account,18,critical_account,car_(new),2775,less_than100,4equalsless_than_and_less_than7,2,male-single,none,2,building_society/savings_agreement/life_insurance,31,bank,own,2,skilled_employee/official,1,no,no,bad
470,no_checking_account,24,delay_in_paying_off,business,3863,less_than100,1equalsless_than_and_less_than4,1,male-single,none,2,unknown/no_property,32,none,for_free,1,skilled_employee/official,1,no,no,good
471,0equalsless_than_and_less_than200,7,existing_dues_cleared_for_now,radio/television,2329,less_than100,less_than1,1,female-divorced/separated/married,guarantor,1,real_estate,45,none,own,1,skilled_employee/official,1,no,no,good
472,0equalsless_than_and_less_than200,24,all_dues_atbank_cleared,education,1837,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,4,unknown/no_property,34,bank,for_free,1,unskilled-resident,1,no,no,bad
473,no_checking_account,36,existing_dues_cleared_for_now,furniture/equipment,3349,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,2,car_or_other,28,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
474,greater_than200,10,existing_dues_cleared_for_now,furniture/equipment,1275,less_than100,less_than1,4,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,23,none,own,1,skilled_employee/official,1,no,no,good
475,less_than0,24,all_dues_atbank_cleared,furniture/equipment,2828,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,4,male-single,none,4,real_estate,22,stores,own,1,skilled_employee/official,1,yes,no,good
476,no_checking_account,24,critical_account,business,4526,less_than100,1equalsless_than_and_less_than4,3,male-single,none,2,real_estate,74,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
477,0equalsless_than_and_less_than200,36,existing_dues_cleared_for_now,radio/television,2671,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,4,female-divorced/separated/married,co-applicant,4,unknown/no_property,50,none,for_free,1,skilled_employee/official,1,no,no,bad
478,no_checking_account,18,existing_dues_cleared_for_now,radio/television,2051,less_than100,less_than1,4,male-single,none,1,real_estate,33,none,own,1,skilled_employee/official,1,no,no,good
479,no_checking_account,15,existing_dues_cleared_for_now,car_(used),1300,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,unknown/no_property,45,bank,for_free,1,skilled_employee/official,2,no,no,good
480,less_than0,12,existing_dues_cleared_for_now,domestic_appliances,741,100equalsless_than_and_less_than500,unemployed,4,female-divorced/separated/married,none,3,building_society/savings_agreement/life_insurance,22,none,own,1,skilled_employee/official,1,no,no,bad
481,greater_than200,10,existing_dues_cleared_for_now,car_(new),1240,100equalsless_than_and_less_than500,greater_than7,1,female-divorced/separated/married,none,4,unknown/no_property,48,none,for_free,1,unskilled-resident,2,no,no,bad
482,less_than0,21,existing_dues_cleared_for_now,radio/television,3357,greater_than1000,less_than1,4,female-divorced/separated/married,none,2,car_or_other,29,bank,own,1,skilled_employee/official,1,no,no,good
483,less_than0,24,all_dues_atbank_cleared,car_(used),3632,less_than100,1equalsless_than_and_less_than4,1,female-divorced/separated/married,guarantor,4,car_or_other,22,bank,rent,1,skilled_employee/official,1,no,yes,good
484,no_checking_account,18,delay_in_paying_off,furniture/equipment,1808,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,1,real_estate,22,none,own,1,skilled_employee/official,1,no,no,bad
485,0equalsless_than_and_less_than200,48,none_taken/all_dues_cleared,business,12204,unknown_or_no_savings_account,1equalsless_than_and_less_than4,2,male-single,none,2,car_or_other,48,bank,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
486,0equalsless_than_and_less_than200,60,delay_in_paying_off,radio/television,9157,unknown_or_no_savings_account,1equalsless_than_and_less_than4,2,male-single,none,2,unknown/no_property,27,none,for_free,1,management/self-employed/highly_qualified/officer,1,no,no,good
487,less_than0,6,critical_account,car_(new),3676,less_than100,1equalsless_than_and_less_than4,1,male-single,none,3,real_estate,37,none,rent,3,skilled_employee/official,2,no,no,good
488,0equalsless_than_and_less_than200,30,existing_dues_cleared_for_now,furniture/equipment,3441,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,2,female-divorced/separated/married,co-applicant,4,car_or_other,21,none,rent,1,skilled_employee/official,1,no,no,bad
489,0equalsless_than_and_less_than200,21,critical_account,business,3652,less_than100,4equalsless_than_and_less_than7,2,male-single,none,3,building_society/savings_agreement/life_insurance,27,none,own,2,skilled_employee/official,1,no,no,good
490,no_checking_account,18,critical_account,car_(new),1530,less_than100,1equalsless_than_and_less_than4,3,male-single,none,2,building_society/savings_agreement/life_insurance,32,bank,own,2,skilled_employee/official,1,no,no,bad
491,no_checking_account,48,existing_dues_cleared_for_now,business,3914,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-divorced/separated,none,2,real_estate,38,bank,own,1,skilled_employee/official,1,no,no,bad
492,less_than0,12,existing_dues_cleared_for_now,furniture/equipment,1858,less_than100,less_than1,4,female-divorced/separated/married,none,1,car_or_other,22,none,rent,1,skilled_employee/official,1,no,no,good
493,no_checking_account,15,existing_dues_cleared_for_now,radio/television,1979,unknown_or_no_savings_account,greater_than7,4,male-single,none,2,car_or_other,35,none,own,1,skilled_employee/official,1,no,no,good
494,0equalsless_than_and_less_than200,9,all_dues_atbank_cleared,car_(new),1437,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,2,male-single,none,3,unknown/no_property,29,none,own,1,skilled_employee/official,1,no,no,bad
495,no_checking_account,9,existing_dues_cleared_for_now,education,3832,unknown_or_no_savings_account,greater_than7,1,male-single,none,4,real_estate,64,none,own,1,unskilled-resident,1,no,no,good
496,less_than0,24,existing_dues_cleared_for_now,radio/television,3660,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,4,car_or_other,28,none,own,1,skilled_employee/official,1,no,no,good
497,less_than0,18,all_dues_atbank_cleared,furniture/equipment,1553,less_than100,1equalsless_than_and_less_than4,4,male-single,none,3,car_or_other,44,bank,own,1,skilled_employee/official,1,no,no,bad
498,no_checking_account,9,existing_dues_cleared_for_now,furniture/equipment,1980,less_than100,less_than1,2,female-divorced/separated/married,co-applicant,2,car_or_other,19,none,rent,2,skilled_employee/official,1,no,no,bad
499,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,car_(new),1355,less_than100,less_than1,3,female-divorced/separated/married,none,4,car_or_other,25,none,own,1,unskilled-resident,1,yes,no,bad
500,no_checking_account,24,existing_dues_cleared_for_now,radio/television,1376,500equalsless_than_and_less_than1000,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,1,car_or_other,28,none,own,1,skilled_employee/official,1,no,no,good
501,no_checking_account,60,delay_in_paying_off,radio/television,15653,less_than100,4equalsless_than_and_less_than7,2,male-single,none,4,car_or_other,21,none,own,2,skilled_employee/official,1,yes,no,good
502,no_checking_account,12,existing_dues_cleared_for_now,radio/television,1493,less_than100,less_than1,4,female-divorced/separated/married,none,3,car_or_other,34,none,own,1,skilled_employee/official,2,no,no,good
503,less_than0,18,existing_dues_cleared_for_now,education,750,less_than100,unemployed,4,female-divorced/separated/married,none,1,real_estate,27,none,own,1,unemployed/unskilled-non_resident,1,no,no,bad
504,0equalsless_than_and_less_than200,15,existing_dues_cleared_for_now,repairs,1308,less_than100,greater_than7,4,male-single,none,4,car_or_other,38,none,own,2,unskilled-resident,1,no,no,good
505,no_checking_account,15,existing_dues_cleared_for_now,education,4623,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,3,male-single,none,2,building_society/savings_agreement/life_insurance,40,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
506,no_checking_account,24,critical_account,radio/television,1851,less_than100,4equalsless_than_and_less_than7,4,male-married/widowed,guarantor,2,car_or_other,33,none,own,2,skilled_employee/official,1,yes,no,good
507,less_than0,18,critical_account,radio/television,1880,less_than100,4equalsless_than_and_less_than7,4,male-married/widowed,none,1,building_society/savings_agreement/life_insurance,32,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
508,no_checking_account,36,delay_in_paying_off,business,7980,unknown_or_no_savings_account,less_than1,4,male-single,none,4,car_or_other,27,none,rent,2,skilled_employee/official,1,yes,no,bad
509,less_than0,30,none_taken/all_dues_cleared,furniture/equipment,4583,less_than100,1equalsless_than_and_less_than4,2,male-divorced/separated,guarantor,2,real_estate,32,none,own,2,skilled_employee/official,1,no,no,good
510,no_checking_account,12,existing_dues_cleared_for_now,car_(new),1386,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,26,none,own,1,skilled_employee/official,1,no,no,bad
511,greater_than200,24,existing_dues_cleared_for_now,car_(new),947,less_than100,4equalsless_than_and_less_than7,4,male-single,none,3,unknown/no_property,38,bank,for_free,1,skilled_employee/official,2,no,no,bad
512,less_than0,12,existing_dues_cleared_for_now,education,684,less_than100,1equalsless_than_and_less_than4,4,male-single,none,4,car_or_other,40,none,rent,1,unskilled-resident,2,no,no,bad
513,less_than0,48,existing_dues_cleared_for_now,education,7476,less_than100,4equalsless_than_and_less_than7,4,male-single,none,1,unknown/no_property,50,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
514,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,furniture/equipment,1922,less_than100,1equalsless_than_and_less_than4,4,male-single,none,2,building_society/savings_agreement/life_insurance,37,none,own,1,unskilled-resident,1,no,no,bad
515,less_than0,24,existing_dues_cleared_for_now,car_(new),2303,less_than100,greater_than7,4,male-single,co-applicant,1,real_estate,45,none,own,1,skilled_employee/official,1,no,no,bad
516,less_than0,14,existing_dues_cleared_for_now,car_(new),3973,less_than100,unemployed,1,male-single,none,4,unknown/no_property,22,none,for_free,1,skilled_employee/official,1,no,no,good
517,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,car_(new),888,less_than100,greater_than7,4,male-single,none,4,car_or_other,41,bank,own,1,unskilled-resident,2,no,no,bad
518,0equalsless_than_and_less_than200,30,none_taken/all_dues_cleared,business,4221,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,1,car_or_other,28,none,own,2,skilled_employee/official,1,no,no,good
519,greater_than200,12,existing_dues_cleared_for_now,radio/television,1297,less_than100,1equalsless_than_and_less_than4,3,male-married/widowed,none,4,real_estate,23,none,rent,1,skilled_employee/official,1,no,no,good
520,less_than0,12,existing_dues_cleared_for_now,car_(new),900,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-married/widowed,none,2,car_or_other,23,none,own,1,skilled_employee/official,1,no,no,bad
521,no_checking_account,21,existing_dues_cleared_for_now,furniture/equipment,2241,less_than100,greater_than7,4,male-single,none,2,real_estate,50,none,own,2,skilled_employee/official,1,no,no,good
522,0equalsless_than_and_less_than200,6,delay_in_paying_off,furniture/equipment,1050,less_than100,unemployed,4,male-single,none,1,building_society/savings_agreement/life_insurance,35,stores,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
523,greater_than200,6,critical_account,education,1047,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,50,none,own,1,unskilled-resident,1,no,no,good
524,no_checking_account,24,critical_account,others,6314,less_than100,unemployed,4,male-single,co-applicant,2,unknown/no_property,27,bank,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
525,less_than0,12,critical_account,car_(new),4843,less_than100,greater_than7,3,male-single,co-applicant,4,building_society/savings_agreement/life_insurance,43,none,rent,2,skilled_employee/official,1,yes,no,bad
526,greater_than200,30,critical_account,radio/television,3017,less_than100,greater_than7,4,male-single,none,4,building_society/savings_agreement/life_insurance,47,none,own,1,skilled_employee/official,1,no,no,good
527,no_checking_account,24,critical_account,business,4139,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,3,male-single,none,3,building_society/savings_agreement/life_insurance,27,none,own,2,unskilled-resident,1,yes,no,good
528,no_checking_account,36,existing_dues_cleared_for_now,business,5742,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,2,male-single,none,2,car_or_other,31,none,own,2,skilled_employee/official,1,yes,no,good
529,no_checking_account,60,existing_dues_cleared_for_now,car_(new),10366,less_than100,greater_than7,2,male-single,none,4,building_society/savings_agreement/life_insurance,42,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
530,no_checking_account,6,critical_account,car_(new),2080,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,1,male-married/widowed,none,2,car_or_other,24,none,own,1,skilled_employee/official,1,no,no,good
531,no_checking_account,21,delay_in_paying_off,business,2580,500equalsless_than_and_less_than1000,less_than1,4,male-single,none,2,real_estate,41,bank,own,1,unskilled-resident,2,no,no,bad
532,no_checking_account,30,critical_account,radio/television,4530,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,4,car_or_other,26,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
533,no_checking_account,24,critical_account,furniture/equipment,5150,less_than100,greater_than7,4,male-single,none,4,car_or_other,33,none,own,1,skilled_employee/official,1,yes,no,good
534,0equalsless_than_and_less_than200,72,existing_dues_cleared_for_now,radio/television,5595,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,2,male-married/widowed,none,2,car_or_other,24,none,own,1,skilled_employee/official,1,no,no,bad
535,less_than0,24,existing_dues_cleared_for_now,radio/television,2384,less_than100,greater_than7,4,male-single,none,4,real_estate,64,bank,rent,1,unskilled-resident,1,no,no,good
536,no_checking_account,18,existing_dues_cleared_for_now,radio/television,1453,less_than100,less_than1,3,female-divorced/separated/married,none,1,real_estate,26,none,own,1,skilled_employee/official,1,no,no,good
537,no_checking_account,6,existing_dues_cleared_for_now,education,1538,less_than100,less_than1,1,female-divorced/separated/married,none,2,unknown/no_property,56,none,own,1,skilled_employee/official,1,no,no,good
538,no_checking_account,12,existing_dues_cleared_for_now,radio/television,2279,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-single,none,4,unknown/no_property,37,none,for_free,1,skilled_employee/official,1,yes,no,good
539,no_checking_account,15,delay_in_paying_off,radio/television,1478,less_than100,1equalsless_than_and_less_than4,4,male-married/widowed,none,3,real_estate,33,bank,own,2,skilled_employee/official,1,no,no,good
540,no_checking_account,24,critical_account,radio/television,5103,less_than100,less_than1,3,male-married/widowed,none,3,unknown/no_property,47,none,for_free,3,skilled_employee/official,1,yes,no,good
541,0equalsless_than_and_less_than200,36,delay_in_paying_off,business,9857,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,1,male-single,none,3,building_society/savings_agreement/life_insurance,31,none,own,2,unskilled-resident,2,yes,no,good
542,no_checking_account,60,existing_dues_cleared_for_now,car_(new),6527,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-single,none,4,unknown/no_property,34,none,for_free,1,skilled_employee/official,2,yes,no,good
543,greater_than200,10,critical_account,radio/television,1347,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,male-single,none,2,building_society/savings_agreement/life_insurance,27,none,own,2,skilled_employee/official,1,yes,no,good
544,less_than0,12,existing_dues_cleared_for_now,car_(new),3651,greater_than1000,1equalsless_than_and_less_than4,1,male-single,none,3,building_society/savings_agreement/life_insurance,31,none,own,1,skilled_employee/official,2,no,no,good
545,less_than0,15,critical_account,furniture/equipment,975,less_than100,1equalsless_than_and_less_than4,2,male-divorced/separated,none,3,building_society/savings_agreement/life_insurance,25,none,own,2,skilled_employee/official,1,no,no,good
546,0equalsless_than_and_less_than200,15,existing_dues_cleared_for_now,repairs,2631,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,2,real_estate,25,none,own,1,unskilled-resident,1,no,no,good
547,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,radio/television,2896,100equalsless_than_and_less_than500,less_than1,2,male-single,none,1,car_or_other,29,none,own,1,skilled_employee/official,1,no,no,good
548,less_than0,6,critical_account,car_(new),4716,unknown_or_no_savings_account,less_than1,1,male-single,none,3,real_estate,44,none,own,2,unskilled-resident,2,no,no,good
549,no_checking_account,24,existing_dues_cleared_for_now,radio/television,2284,less_than100,4equalsless_than_and_less_than7,4,male-single,none,2,car_or_other,28,none,own,1,skilled_employee/official,1,yes,no,good
550,no_checking_account,6,existing_dues_cleared_for_now,car_(used),1236,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,2,male-single,none,4,building_society/savings_agreement/life_insurance,50,none,rent,1,skilled_employee/official,1,no,no,good
551,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,radio/television,1103,less_than100,4equalsless_than_and_less_than7,4,male-single,guarantor,3,real_estate,29,none,own,2,skilled_employee/official,1,no,yes,good
552,no_checking_account,12,critical_account,car_(new),926,less_than100,unemployed,1,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,38,none,own,1,unemployed/unskilled-non_resident,1,no,no,good
553,no_checking_account,18,critical_account,radio/television,1800,less_than100,1equalsless_than_and_less_than4,4,male-single,none,2,car_or_other,24,none,own,2,skilled_employee/official,1,no,no,good
554,greater_than200,15,existing_dues_cleared_for_now,education,1905,less_than100,greater_than7,4,male-single,none,4,car_or_other,40,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
