Checking_account_status,Duration_months,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate,Personal_status,Other_debtors,Present_residence_since,Property,Age_years,Other_installment_plans,Housing,Number_existing_credits,Job,Number_people_liable,Telephone,Foreign_worker,Label
0=<_and_<200,36,existing_dues_cleared_for_now,radio/television,2671,100=<_and_<500,1=<_and_<4,4,female-divorced/separated/married,co-applicant,4,unknown/no_property,50,none,for_free,1,skilled_employee/official,1,no,no,bad
no_checking_account,18,existing_dues_cleared_for_now,radio/television,2051,<100,<1,4,male-single,none,1,real_estate,33,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,15,existing_dues_cleared_for_now,car (used),1300,unknown_or_no_savings_account,>7,4,male-single,none,4,unknown/no_property,45,bank,for_free,1,skilled_employee/official,2,no,no,good
<0,12,existing_dues_cleared_for_now,domestic appliances,741,100=<_and_<500,unemployed,4,female-divorced/separated/married,none,3,building society/savings agreement/life insurance,22,none,own,1,skilled_employee/official,1,no,no,bad
>200,10,existing_dues_cleared_for_now,car (new),1240,100=<_and_<500,>7,1,female-divorced/separated/married,none,4,unknown/no_property,48,none,for_free,1,unskilled-resident,2,no,no,bad
<0,21,existing_dues_cleared_for_now,radio/television,3357,>1000,<1,4,female-divorced/separated/married,none,2,car or other,29,bank,own,1,skilled_employee/official,1,no,no,good
<0,24,all_dues_atbank_cleared,car (used),3632,<100,1=<_and_<4,1,female-divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled_employee/official,1,no,yes,good
no_checking_account,18,delay_in_paying_off,furniture/equipment,1808,<100,4=<_and_<7,4,female-divorced/separated/married,none,1,real_estate,22,none,own,1,skilled_employee/official,1,no,no,bad
0=<_and_<200,48,none_taken/all_dues_cleared,business,12204,unknown_or_no_savings_account,1=<_and_<4,2,male-single,none,2,car or other,48,bank,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,60,delay_in_paying_off,radio/television,9157,unknown_or_no_savings_account,1=<_and_<4,2,male-single,none,2,unknown/no_property,27,none,for_free,1,management/self-employed/highly_qualified/officer,1,no,no,good
<0,6,critical_account,car (new),3676,<100,1=<_and_<4,1,male-single,none,3,real_estate,37,none,rent,3,skilled_employee/official,2,no,no,good
0=<_and_<200,30,existing_dues_cleared_for_now,furniture/equipment,3441,100=<_and_<500,1=<_and_<4,2,female-divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled_employee/official,1,no,no,bad
0=<_and_<200,21,critical_account,business,3652,<100,4=<_and_<7,2,male-single,none,3,building society/savings agreement/life insurance,27,none,own,2,skilled_employee/official,1,no,no,good
no_checking_account,18,critical_account,car (new),1530,<100,1=<_and_<4,3,male-single,none,2,building society/savings agreement/life insurance,32,bank,own,2,skilled_employee/official,1,no,no,bad
no_checking_account,48,existing_dues_cleared_for_now,business,3914,unknown_or_no_savings_account,1=<_and_<4,4,male-divorced/separated,none,2,real_estate,38,bank,own,1,skilled_employee/official,1,no,no,bad
<0,12,existing_dues_cleared_for_now,furniture/equipment,1858,<100,<1,4,female-divorced/separated/married,none,1,car or other,22,none,rent,1,skilled_employee/official,1,no,no,good
no_checking_account,15,existing_dues_cleared_for_now,radio/television,1979,unknown_or_no_savings_account,>7,4,male-single,none,2,car or other,35,none,own,1,skilled_employee/official,1,no,no,good
0=<_and_<200,9,all_dues_atbank_cleared,car (new),1437,100=<_and_<500,4=<_and_<7,2,male-single,none,3,unknown/no_property,29,none,own,1,skilled_employee/official,1,no,no,bad
no_checking_account,9,existing_dues_cleared_for_now,education,3832,unknown_or_no_savings_account,>7,1,male-single,none,4,real_estate,64,none,own,1,unskilled-resident,1,no,no,good
<0,24,existing_dues_cleared_for_now,radio/television,3660,<100,1=<_and_<4,2,female-divorced/separated/married,none,4,car or other,28,none,own,1,skilled_employee/official,1,no,no,good
<0,18,all_dues_atbank_cleared,furniture/equipment,1553,<100,1=<_and_<4,4,male-single,none,3,car or other,44,bank,own,1,skilled_employee/official,1,no,no,bad
no_checking_account,9,existing_dues_cleared_for_now,furniture/equipment,1980,<100,<1,2,female-divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled_employee/official,1,no,no,bad
0=<_and_<200,24,existing_dues_cleared_for_now,car (new),1355,<100,<1,3,female-divorced/separated/married,none,4,car or other,25,none,own,1,unskilled-resident,1,yes,no,bad
no_checking_account,24,existing_dues_cleared_for_now,radio/television,1376,500=<_and_<1000,4=<_and_<7,4,female-divorced/separated/married,none,1,car or other,28,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,60,delay_in_paying_off,radio/television,15653,<100,4=<_and_<7,2,male-single,none,4,car or other,21,none,own,2,skilled_employee/official,1,yes,no,good
no_checking_account,12,existing_dues_cleared_for_now,radio/television,1493,<100,<1,4,female-divorced/separated/married,none,3,car or other,34,none,own,1,skilled_employee/official,2,no,no,good
<0,18,existing_dues_cleared_for_now,education,750,<100,unemployed,4,female-divorced/separated/married,none,1,real_estate,27,none,own,1,unemployed/unskilled-non_resident,1,no,no,bad
0=<_and_<200,15,existing_dues_cleared_for_now,repairs,1308,<100,>7,4,male-single,none,4,car or other,38,none,own,2,unskilled-resident,1,no,no,good
no_checking_account,15,existing_dues_cleared_for_now,education,4623,100=<_and_<500,1=<_and_<4,3,male-single,none,2,building society/savings agreement/life insurance,40,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
no_checking_account,24,critical_account,radio/television,1851,<100,4=<_and_<7,4,male-married/widowed,guarantor,2,car or other,33,none,own,2,skilled_employee/official,1,yes,no,good
<0,18,critical_account,radio/television,1880,<100,4=<_and_<7,4,male-married/widowed,none,1,building society/savings agreement/life insurance,32,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,36,delay_in_paying_off,business,7980,unknown_or_no_savings_account,<1,4,male-single,none,4,car or other,27,none,rent,2,skilled_employee/official,1,yes,no,bad
<0,30,none_taken/all_dues_cleared,furniture/equipment,4583,<100,1=<_and_<4,2,male-divorced/separated,guarantor,2,real_estate,32,none,own,2,skilled_employee/official,1,no,no,good
no_checking_account,12,existing_dues_cleared_for_now,car (new),1386,500=<_and_<1000,1=<_and_<4,2,female-divorced/separated/married,none,2,building society/savings agreement/life insurance,26,none,own,1,skilled_employee/official,1,no,no,bad
>200,24,existing_dues_cleared_for_now,car (new),947,<100,4=<_and_<7,4,male-single,none,3,unknown/no_property,38,bank,for_free,1,skilled_employee/official,2,no,no,bad
<0,12,existing_dues_cleared_for_now,education,684,<100,1=<_and_<4,4,male-single,none,4,car or other,40,none,rent,1,unskilled-resident,2,no,no,bad
<0,48,existing_dues_cleared_for_now,education,7476,<100,4=<_and_<7,4,male-single,none,1,unknown/no_property,50,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,12,existing_dues_cleared_for_now,furniture/equipment,1922,<100,1=<_and_<4,4,male-single,none,2,building society/savings agreement/life insurance,37,none,own,1,unskilled-resident,1,no,no,bad
<0,24,existing_dues_cleared_for_now,car (new),2303,<100,>7,4,male-single,co-applicant,1,real_estate,45,none,own,1,skilled_employee/official,1,no,no,bad
<0,14,existing_dues_cleared_for_now,car (new),3973,<100,unemployed,1,male-single,none,4,unknown/no_property,22,none,for_free,1,skilled_employee/official,1,no,no,good
0=<_and_<200,12,existing_dues_cleared_for_now,car (new),888,<100,>7,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,no,no,bad
0=<_and_<200,30,none_taken/all_dues_cleared,business,4221,<100,1=<_and_<4,2,female-divorced/separated/married,none,1,car or other,28,none,own,2,skilled_employee/official,1,no,no,good
>200,12,existing_dues_cleared_for_now,radio/television,1297,<100,1=<_and_<4,3,male-married/widowed,none,4,real_estate,23,none,rent,1,skilled_employee/official,1,no,no,good
<0,12,existing_dues_cleared_for_now,car (new),900,unknown_or_no_savings_account,1=<_and_<4,4,male-married/widowed,none,2,car or other,23,none,own,1,skilled_employee/official,1,no,no,bad
no_checking_account,21,existing_dues_cleared_for_now,furniture/equipment,2241,<100,>7,4,male-single,none,2,real_estate,50,none,own,2,skilled_employee/official,1,no,no,good
0=<_and_<200,6,delay_in_paying_off,furniture/equipment,1050,<100,unemployed,4,male-single,none,1,building society/savings agreement/life insurance,35,stores,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
>200,6,critical_account,education,1047,<100,1=<_and_<4,2,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,50,none,own,1,unskilled-resident,1,no,no,good
no_checking_account,24,critical_account,others,6314,<100,unemployed,4,male-single,co-applicant,2,unknown/no_property,27,bank,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
<0,12,critical_account,car (new),4843,<100,>7,3,male-single,co-applicant,4,building society/savings agreement/life insurance,43,none,rent,2,skilled_employee/official,1,yes,no,bad
>200,30,critical_account,radio/television,3017,<100,>7,4,male-single,none,4,building society/savings agreement/life insurance,47,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,24,critical_account,business,4139,100=<_and_<500,1=<_and_<4,3,male-single,none,3,building society/savings agreement/life insurance,27,none,own,2,unskilled-resident,1,yes,no,good
no_checking_account,36,existing_dues_cleared_for_now,business,5742,100=<_and_<500,4=<_and_<7,2,male-single,none,2,car or other,31,none,own,2,skilled_employee/official,1,yes,no,good
no_checking_account,60,existing_dues_cleared_for_now,car (new),10366,<100,>7,2,male-single,none,4,building society/savings agreement/life insurance,42,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,6,critical_account,car (new),2080,500=<_and_<1000,1=<_and_<4,1,male-married/widowed,none,2,car or other,24,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,21,delay_in_paying_off,business,2580,500=<_and_<1000,<1,4,male-single,none,2,real_estate,41,bank,own,1,unskilled-resident,2,no,no,bad
no_checking_account,30,critical_account,radio/television,4530,<100,4=<_and_<7,4,female-divorced/separated/married,none,4,car or other,26,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,24,critical_account,furniture/equipment,5150,<100,>7,4,male-single,none,4,car or other,33,none,own,1,skilled_employee/official,1,yes,no,good
0=<_and_<200,72,existing_dues_cleared_for_now,radio/television,5595,100=<_and_<500,1=<_and_<4,2,male-married/widowed,none,2,car or other,24,none,own,1,skilled_employee/official,1,no,no,bad
<0,24,existing_dues_cleared_for_now,radio/television,2384,<100,>7,4,male-single,none,4,real_estate,64,bank,rent,1,unskilled-resident,1,no,no,good
no_checking_account,18,existing_dues_cleared_for_now,radio/television,1453,<100,<1,3,female-divorced/separated/married,none,1,real_estate,26,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,6,existing_dues_cleared_for_now,education,1538,<100,<1,1,female-divorced/separated/married,none,2,unknown/no_property,56,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,12,existing_dues_cleared_for_now,radio/television,2279,unknown_or_no_savings_account,1=<_and_<4,4,male-single,none,4,unknown/no_property,37,none,for_free,1,skilled_employee/official,1,yes,no,good
no_checking_account,15,delay_in_paying_off,radio/television,1478,<100,1=<_and_<4,4,male-married/widowed,none,3,real_estate,33,bank,own,2,skilled_employee/official,1,no,no,good
no_checking_account,24,critical_account,radio/television,5103,<100,<1,3,male-married/widowed,none,3,unknown/no_property,47,none,for_free,3,skilled_employee/official,1,yes,no,good
0=<_and_<200,36,delay_in_paying_off,business,9857,100=<_and_<500,4=<_and_<7,1,male-single,none,3,building society/savings agreement/life insurance,31,none,own,2,unskilled-resident,2,yes,no,good
no_checking_account,60,existing_dues_cleared_for_now,car (new),6527,unknown_or_no_savings_account,1=<_and_<4,4,male-single,none,4,unknown/no_property,34,none,for_free,1,skilled_employee/official,2,yes,no,good
>200,10,critical_account,radio/television,1347,unknown_or_no_savings_account,4=<_and_<7,4,male-single,none,2,building society/savings agreement/life insurance,27,none,own,2,skilled_employee/official,1,yes,no,good
<0,12,existing_dues_cleared_for_now,car (new),3651,>1000,1=<_and_<4,1,male-single,none,3,building society/savings agreement/life insurance,31,none,own,1,skilled_employee/official,2,no,no,good
<0,15,critical_account,furniture/equipment,975,<100,1=<_and_<4,2,male-divorced/separated,none,3,building society/savings agreement/life insurance,25,none,own,2,skilled_employee/official,1,no,no,good
0=<_and_<200,15,existing_dues_cleared_for_now,repairs,2631,100=<_and_<500,1=<_and_<4,3,female-divorced/separated/married,none,2,real_estate,25,none,own,1,unskilled-resident,1,no,no,good
0=<_and_<200,24,existing_dues_cleared_for_now,radio/television,2896,100=<_and_<500,<1,2,male-single,none,1,car or other,29,none,own,1,skilled_employee/official,1,no,no,good
<0,6,critical_account,car (new),4716,unknown_or_no_savings_account,<1,1,male-single,none,3,real_estate,44,none,own,2,unskilled-resident,2,no,no,good
no_checking_account,24,existing_dues_cleared_for_now,radio/television,2284,<100,4=<_and_<7,4,male-single,none,2,car or other,28,none,own,1,skilled_employee/official,1,yes,no,good
no_checking_account,6,existing_dues_cleared_for_now,car (used),1236,500=<_and_<1000,1=<_and_<4,2,male-single,none,4,building society/savings agreement/life insurance,50,none,rent,1,skilled_employee/official,1,no,no,good
0=<_and_<200,12,existing_dues_cleared_for_now,radio/television,1103,<100,4=<_and_<7,4,male-single,guarantor,3,real_estate,29,none,own,2,skilled_employee/official,1,no,yes,good
no_checking_account,12,critical_account,car (new),926,<100,unemployed,1,female-divorced/separated/married,none,2,building society/savings agreement/life insurance,38,none,own,1,unemployed/unskilled-non_resident,1,no,no,good
no_checking_account,18,critical_account,radio/television,1800,<100,1=<_and_<4,4,male-single,none,2,car or other,24,none,own,2,skilled_employee/official,1,no,no,good
>200,15,existing_dues_cleared_for_now,education,1905,<100,>7,4,male-single,none,4,car or other,40,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,12,existing_dues_cleared_for_now,furniture/equipment,1123,500=<_and_<1000,1=<_and_<4,4,female-divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled-resident,1,no,no,bad
<0,48,critical_account,car (used),6331,<100,>7,4,male-single,none,4,unknown/no_property,46,none,for_free,2,skilled_employee/official,1,yes,no,bad
>200,24,existing_dues_cleared_for_now,radio/television,1377,100=<_and_<500,>7,4,female-divorced/separated/married,none,2,unknown/no_property,47,none,for_free,1,skilled_employee/official,1,yes,no,good
0=<_and_<200,30,delay_in_paying_off,business,2503,100=<_and_<500,>7,4,male-single,none,2,building society/savings agreement/life insurance,41,stores,own,2,skilled_employee/official,1,no,no,good
0=<_and_<200,27,existing_dues_cleared_for_now,business,2528,<100,<1,4,female-divorced/separated/married,none,1,building society/savings agreement/life insurance,32,none,own,1,skilled_employee/official,2,yes,no,good
no_checking_account,15,existing_dues_cleared_for_now,car (new),5324,500=<_and_<1000,>7,1,female-divorced/separated/married,none,4,unknown/no_property,35,none,for_free,1,skilled_employee/official,1,no,no,good
0=<_and_<200,12,none_taken/all_dues_cleared,furniture/equipment,2969,<100,<1,4,female-divorced/separated/married,none,3,building society/savings agreement/life insurance,25,none,rent,2,skilled_employee/official,1,no,no,bad
0=<_and_<200,9,existing_dues_cleared_for_now,radio/television,1206,<100,>7,4,female-divorced/separated/married,none,4,real_estate,25,none,own,1,skilled_employee/official,1,no,no,good
0=<_and_<200,9,existing_dues_cleared_for_now,radio/television,2118,<100,1=<_and_<4,2,male-single,none,2,real_estate,37,none,own,1,unskilled-resident,2,no,no,good
no_checking_account,18,critical_account,radio/television,629,500=<_and_<1000,>7,4,male-single,none,3,building society/savings agreement/life insurance,32,bank,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
<0,6,all_dues_atbank_cleared,education,1198,<100,>7,4,female-divorced/separated/married,none,4,unknown/no_property,35,none,for_free,1,skilled_employee/official,1,no,no,bad
no_checking_account,21,existing_dues_cleared_for_now,car (used),2476,unknown_or_no_savings_account,>7,4,male-single,none,4,real_estate,46,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,60,existing_dues_cleared_for_now,car (new),14027,<100,4=<_and_<7,4,male-single,none,2,unknown/no_property,27,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
no_checking_account,30,critical_account,car (used),7596,unknown_or_no_savings_account,>7,1,male-single,none,4,car or other,63,none,own,2,skilled_employee/official,1,no,no,good
no_checking_account,18,existing_dues_cleared_for_now,radio/television,1505,<100,1=<_and_<4,4,male-single,none,2,unknown/no_property,32,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
>200,24,critical_account,radio/television,3148,unknown_or_no_savings_account,1=<_and_<4,3,male-single,none,2,car or other,31,none,own,2,skilled_employee/official,1,yes,no,good
0=<_and_<200,20,none_taken/all_dues_cleared,car (used),6148,100=<_and_<500,>7,3,male-married/widowed,none,4,car or other,31,bank,own,2,skilled_employee/official,1,yes,no,good
>200,9,none_taken/all_dues_cleared,radio/television,1337,<100,<1,4,male-single,none,2,car or other,34,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
0=<_and_<200,6,all_dues_atbank_cleared,education,433,>1000,<1,4,female-divorced/separated/married,none,2,building society/savings agreement/life insurance,24,bank,rent,1,skilled_employee/official,2,no,no,bad
0=<_and_<200,9,existing_dues_cleared_for_now,radio/television,790,500=<_and_<1000,1=<_and_<4,4,female-divorced/separated/married,none,3,real_estate,66,none,own,1,unskilled-resident,1,no,no,good
no_checking_account,27,existing_dues_cleared_for_now,car (new),2570,<100,1=<_and_<4,3,female-divorced/separated/married,none,3,real_estate,21,none,rent,1,skilled_employee/official,1,no,no,bad
no_checking_account,6,critical_account,car (new),250,>1000,1=<_and_<4,2,female-divorced/separated/married,none,2,real_estate,41,bank,own,2,unskilled-resident,1,no,no,good
<0,18,existing_dues_cleared_for_now,radio/television,1882,<100,1=<_and_<4,4,female-divorced/separated/married,none,4,car or other,25,bank,rent,2,skilled_employee/official,1,no,no,bad
0=<_and_<200,48,all_dues_atbank_cleared,business,6416,<100,>7,4,female-divorced/separated/married,none,3,unknown/no_property,59,none,rent,1,skilled_employee/official,1,no,no,bad
>200,24,critical_account,business,1275,>1000,1=<_and_<4,2,male-divorced/separated,none,4,real_estate,36,none,own,2,skilled_employee/official,1,yes,no,good
0=<_and_<200,24,delay_in_paying_off,radio/television,6403,<100,<1,1,male-single,none,2,car or other,33,none,own,1,skilled_employee/official,1,no,no,good
<0,24,existing_dues_cleared_for_now,radio/television,1987,<100,1=<_and_<4,2,male-single,none,4,real_estate,21,none,rent,1,unskilled-resident,2,no,no,bad
0=<_and_<200,8,existing_dues_cleared_for_now,radio/television,760,<100,4=<_and_<7,4,female-divorced/separated/married,guarantor,2,real_estate,44,none,own,1,unskilled-resident,1,no,no,good
no_checking_account,24,existing_dues_cleared_for_now,car (used),2603,>1000,1=<_and_<4,2,female-divorced/separated/married,none,4,car or other,28,none,rent,1,skilled_employee/official,1,yes,no,good
no_checking_account,4,critical_account,car (new),3380,<100,4=<_and_<7,1,female-divorced/separated/married,none,1,real_estate,37,none,own,1,skilled_employee/official,2,no,no,good
0=<_and_<200,24,existing_dues_cleared_for_now,car (used),11560,<100,1=<_and_<4,1,female-divorced/separated/married,none,4,car or other,23,none,rent,2,management/self-employed/highly_qualified/officer,1,no,no,bad
<0,18,existing_dues_cleared_for_now,car (new),4380,100=<_and_<500,1=<_and_<4,3,male-single,none,4,car or other,35,none,own,1,unskilled-resident,2,yes,no,good
no_checking_account,6,critical_account,car (new),6761,<100,4=<_and_<7,1,male-single,none,3,unknown/no_property,45,none,own,2,management/self-employed/highly_qualified/officer,2,yes,no,good
0=<_and_<200,30,none_taken/all_dues_cleared,business,4280,100=<_and_<500,1=<_and_<4,4,female-divorced/separated/married,none,4,car or other,26,none,rent,2,unskilled-resident,1,no,no,bad
<0,24,all_dues_atbank_cleared,car (new),2325,100=<_and_<500,4=<_and_<7,2,male-single,none,3,car or other,32,bank,own,1,skilled_employee/official,1,no,no,good
0=<_and_<200,10,all_dues_atbank_cleared,radio/television,1048,<100,1=<_and_<4,4,male-single,none,4,real_estate,23,stores,own,1,unskilled-resident,1,no,no,good
no_checking_account,21,existing_dues_cleared_for_now,radio/television,3160,unknown_or_no_savings_account,>7,4,male-single,none,3,building society/savings agreement/life insurance,41,none,own,1,skilled_employee/official,1,yes,no,good
<0,24,all_dues_atbank_cleared,furniture/equipment,2483,500=<_and_<1000,1=<_and_<4,4,male-single,none,4,real_estate,22,stores,own,1,skilled_employee/official,1,yes,no,good
<0,13,critical_account,business,1797,<100,<1,3,male-single,none,1,building society/savings agreement/life insurance,28,bank,own,2,unskilled-resident,1,no,no,good
<0,15,existing_dues_cleared_for_now,car (new),2511,<100,unemployed,1,female-divorced/separated/married,none,4,car or other,23,none,rent,1,skilled_employee/official,1,no,no,good
<0,12,existing_dues_cleared_for_now,car (new),1274,<100,<1,3,female-divorced/separated/married,none,1,real_estate,37,none,own,1,unskilled-resident,1,no,no,bad
no_checking_account,21,existing_dues_cleared_for_now,car (used),5248,unknown_or_no_savings_account,1=<_and_<4,1,male-single,none,3,car or other,26,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,15,existing_dues_cleared_for_now,car (used),3029,<100,4=<_and_<7,2,male-single,none,2,car or other,33,none,own,1,skilled_employee/official,1,no,no,good
<0,6,existing_dues_cleared_for_now,furniture/equipment,428,<100,>7,2,female-divorced/separated/married,none,1,building society/savings agreement/life insurance,49,bank,own,1,skilled_employee/official,1,yes,no,good
<0,18,existing_dues_cleared_for_now,car (new),976,<100,<1,1,female-divorced/separated/married,none,2,car or other,23,none,own,1,unskilled-resident,1,no,no,bad
0=<_and_<200,12,existing_dues_cleared_for_now,business,841,100=<_and_<500,4=<_and_<7,2,female-divorced/separated/married,none,4,real_estate,23,none,rent,1,unskilled-resident,1,no,no,good
no_checking_account,30,critical_account,radio/television,5771,<100,4=<_and_<7,4,female-divorced/separated/married,none,2,car or other,25,none,own,2,skilled_employee/official,1,no,no,good
<0,24,existing_dues_cleared_for_now,car (new),1285,unknown_or_no_savings_account,4=<_and_<7,4,female-divorced/separated/married,none,4,unknown/no_property,32,none,rent,1,skilled_employee/official,1,no,no,bad
>200,6,critical_account,car (new),1299,<100,1=<_and_<4,1,male-single,none,1,real_estate,74,none,own,3,unemployed/unskilled-non_resident,2,no,yes,good
>200,15,critical_account,radio/television,1271,unknown_or_no_savings_account,1=<_and_<4,3,male-single,none,4,unknown/no_property,39,none,for_free,2,skilled_employee/official,1,yes,no,bad
no_checking_account,24,existing_dues_cleared_for_now,car (new),1393,<100,1=<_and_<4,2,male-single,guarantor,2,real_estate,31,none,own,1,skilled_employee/official,1,yes,no,good
<0,12,critical_account,car (new),691,<100,>7,4,male-single,none,3,building society/savings agreement/life insurance,35,none,own,2,skilled_employee/official,1,no,no,bad
no_checking_account,15,critical_account,car (new),5045,unknown_or_no_savings_account,>7,1,female-divorced/separated/married,none,4,car or other,59,none,own,1,skilled_employee/official,1,yes,no,good
<0,18,critical_account,furniture/equipment,2124,<100,1=<_and_<4,4,female-divorced/separated/married,none,4,real_estate,24,none,rent,2,skilled_employee/official,1,no,no,bad
<0,12,existing_dues_cleared_for_now,radio/television,2214,<100,1=<_and_<4,4,male-single,none,3,building society/savings agreement/life insurance,24,none,own,1,unskilled-resident,1,no,no,good
no_checking_account,21,critical_account,car (new),12680,unknown_or_no_savings_account,>7,4,male-single,none,4,unknown/no_property,30,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
no_checking_account,24,critical_account,car (new),2463,100=<_and_<500,4=<_and_<7,4,male-married/widowed,none,3,building society/savings agreement/life insurance,27,none,own,2,skilled_employee/official,1,yes,no,good
0=<_and_<200,12,existing_dues_cleared_for_now,radio/television,1155,<100,>7,3,male-married/widowed,guarantor,3,real_estate,40,bank,own,2,unskilled-resident,1,no,no,good
no_checking_account,10,existing_dues_cleared_for_now,car (used),2901,unknown_or_no_savings_account,<1,1,female-divorced/separated/married,none,4,real_estate,31,none,rent,1,skilled_employee/official,1,no,no,good
no_checking_account,12,critical_account,radio/television,1655,<100,>7,2,male-single,none,4,real_estate,63,none,own,2,unskilled-resident,1,yes,no,good
<0,24,existing_dues_cleared_for_now,car (used),2812,unknown_or_no_savings_account,>7,2,female-divorced/separated/married,none,4,real_estate,26,none,rent,1,skilled_employee/official,1,no,no,good
<0,36,critical_account,education,8065,<100,1=<_and_<4,3,female-divorced/separated/married,none,2,unknown/no_property,25,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
no_checking_account,21,critical_account,car (used),3275,<100,>7,1,male-single,none,4,car or other,36,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,24,critical_account,radio/television,2223,100=<_and_<500,>7,4,male-single,none,4,building society/savings agreement/life insurance,52,bank,own,2,skilled_employee/official,1,no,no,good
>200,12,critical_account,car (new),1480,500=<_and_<1000,unemployed,2,male-single,none,4,unknown/no_property,66,bank,for_free,3,unemployed/unskilled-non_resident,1,no,no,good
<0,24,existing_dues_cleared_for_now,car (new),1371,unknown_or_no_savings_account,1=<_and_<4,4,female-divorced/separated/married,none,4,real_estate,25,none,rent,1,skilled_employee/official,1,no,no,bad
no_checking_account,36,critical_account,car (new),3535,<100,4=<_and_<7,4,male-single,none,4,car or other,37,none,own,2,skilled_employee/official,1,yes,no,good
<0,18,existing_dues_cleared_for_now,radio/television,3509,<100,4=<_and_<7,4,female-divorced/separated/married,guarantor,1,real_estate,25,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,36,critical_account,car (used),5711,>1000,>7,4,male-single,none,2,car or other,38,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,18,existing_dues_cleared_for_now,repairs,3872,<100,unemployed,2,female-divorced/separated/married,none,4,car or other,67,none,own,1,skilled_employee/official,1,yes,no,good
no_checking_account,24,critical_account,car (new),1940,>1000,>7,4,male-single,none,4,real_estate,60,none,own,1,skilled_employee/official,1,yes,no,good
0=<_and_<200,12,none_taken/all_dues_cleared,retraining,1410,<100,1=<_and_<4,2,male-single,none,2,real_estate,31,none,own,1,unskilled-resident,1,yes,no,good
0=<_and_<200,20,existing_dues_cleared_for_now,car (used),6468,unknown_or_no_savings_account,unemployed,1,male-divorced/separated,none,4,real_estate,60,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,18,existing_dues_cleared_for_now,business,1941,>1000,1=<_and_<4,4,male-single,none,2,building society/savings agreement/life insurance,35,none,own,1,unskilled-resident,1,yes,no,good
no_checking_account,22,existing_dues_cleared_for_now,radio/television,2675,500=<_and_<1000,>7,3,male-single,none,4,car or other,40,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,48,critical_account,car (used),2751,unknown_or_no_savings_account,>7,4,male-single,none,3,car or other,38,none,own,2,skilled_employee/official,2,yes,no,good
0=<_and_<200,48,delay_in_paying_off,education,6224,<100,>7,4,male-single,none,4,unknown/no_property,50,none,for_free,1,skilled_employee/official,1,no,no,bad
<0,40,critical_account,education,5998,<100,1=<_and_<4,4,male-single,none,3,unknown/no_property,27,bank,own,1,skilled_employee/official,1,yes,no,bad
0=<_and_<200,21,existing_dues_cleared_for_now,business,1188,<100,>7,2,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,39,none,own,1,skilled_employee/official,2,no,no,bad
no_checking_account,24,existing_dues_cleared_for_now,car (used),6313,unknown_or_no_savings_account,>7,3,male-single,none,4,car or other,41,none,own,1,management/self-employed/highly_qualified/officer,2,yes,no,good
no_checking_account,6,critical_account,furniture/equipment,1221,unknown_or_no_savings_account,1=<_and_<4,1,male-married/widowed,none,2,building society/savings agreement/life insurance,27,none,own,2,skilled_employee/official,1,no,no,good
>200,24,existing_dues_cleared_for_now,furniture/equipment,2892,<100,>7,3,male-divorced/separated,none,4,unknown/no_property,51,none,for_free,1,skilled_employee/official,1,no,no,good
